Track URI,Track Name,Album Name,Artist Name(s),Release Date,Duration (ms),Popularity,Explicit,Added By,Added At,Genres,Record Label,Danceability,Energy,Key,Loudness,Mode,Speechiness,Acousticness,Instrumentalness,Liveness,Valence,Tempo,Time Signature
spotify:track:6utQlfLooYsUkq5xUg3vxt,"Nothing Compares - Bonus Track","After Hours (Deluxe)","The Weeknd",2020-03-20,222306,61,true,,2023-01-29T02:35:58Z,"","XO / Republic Records",0.532,0.577,1,-9.313,1,0.0352,0.00253,0.0437,0.234,0.0397,131.922,4
spotify:track:7zxRMhXxJMQCeDDg0rKAVo,"Some Way","NAV","NAV;The Weeknd",2017-02-24,179773,65,true,,2023-01-29T02:28:35Z,"melodic rap","XO Records",0.745,0.715,0,-6.103,1,0.351,0.101,0,0.0919,0.34,154.963,4
spotify:track:7njBldsOwJryeJ0wMyIgrn,"Redbone","Redbone","Kid Travis",2020-07-03,183703,32,false,,2023-01-26T23:58:44Z,"","Groovie Gang Entertainment, under exclusive license to Amuseio AB",0.752,0.371,11,-9.777,0,0.0974,0.11,0.0118,0.112,0.52,81.015,4
spotify:track:00sW2XvxZzOneJ4BnJYi4W,"come home","american spirit","lilspirit",2020-05-14,134794,0,false,,2023-01-17T19:50:30Z,"","Internet Money Records, LLC / TenThousand Projects, LLC",0.721,0.209,2,-16.106,0,0.0822,0.654,0.00000164,0.249,0.471,90.632,4
spotify:track:3uWkYzLHIypdqvzEhpGsN8,"perfume","perfume","demxntia;Laeland",2020-05-29,185653,25,false,,2023-01-13T17:05:27Z,"vietnamese lo-fi,emo rap","wow, demxntia!",0.72,0.497,4,-6.638,0,0.0446,0.425,0,0.111,0.325,114.952,4
spotify:track:7xx2Ku5iifWgkc0w2By4TR,"overthinking","goodnight","demxntia",2018-06-02,115793,30,false,,2022-12-11T23:57:57Z,"vietnamese lo-fi,emo rap","demxntia",0.708,0.574,7,-5.124,1,0.0343,0.669,0,0.0797,0.161,115.055,3
spotify:track:4nr88Lwd89TGdccRQEWfsS,"Show Me That You Care","Show Me That You Care","Hojean",2021-09-22,212241,46,false,,2022-12-11T23:53:39Z,"","Hojean",0.49,0.406,1,-9.746,1,0.0465,0.712,0,0.293,0.302,174.049,4
spotify:track:1DgoVLNKRRg1F2spkUgTlI,"Nobody Else","Nobody Else","demxntia",2018-12-22,171560,24,false,,2022-12-09T23:20:24Z,"vietnamese lo-fi,emo rap","wow, demxntia!",0.816,0.513,11,-9.374,1,0.0377,0.524,0,0.336,0.554,91.988,4
spotify:track:2BKvuUNunH9q9UoQhaDLmJ,"Scenery","Scenery","YAØ",2018-09-28,222178,34,false,,2022-12-09T23:14:18Z,"","Y A Ø",0.682,0.467,2,-9.94,0,0.0314,0.392,0,0.145,0.853,101.019,4
spotify:track:5mhHL6HAEcwkYoGSUBekjE,"i don't mind","somehow","demxntia;Eric Godlow;Laeland",2021-03-19,188571,1,false,,2022-12-09T20:24:16Z,"vietnamese lo-fi,emo rap","demxntia under exclusive license to Amuseio AB",0.331,0.599,11,-6.832,1,0.0904,0.788,0.00000243,0.155,0.49,77.42,4
spotify:track:0dGe86ljF6Xi19IxYc7aBn,"2hrs","2hrs","tobi lou",2020-12-18,64722,49,true,,2022-12-09T18:59:00Z,"","Artclub / EMPIRE",0.844,0.424,2,-8.365,1,0.0836,0.362,0.00108,0.589,0.434,111.226,3
spotify:track:6ASyqeVYclu3dVSTPDRjZG,"caffeine and dopamine, Pt. 2","caffeine and dopamine, Pt. 2","Aleebi;Keepitinside",2020-05-13,192000,22,true,,2022-12-09T18:34:03Z,"","keepitinside",0.753,0.599,1,-8.87,1,0.114,0.0115,0,0.0926,0.436,140.028,4
spotify:track:7l8x5r7UVn6gbUhu1ckvAL,"what a nice day to run away (feat. Resident, Jomie, Snøw)","I'm a mess and I make music","Fudasca;Jomie;Snøw;Resident",2020-12-11,158032,25,true,,2022-12-09T14:47:57Z,"","Epic",0.769,0.462,6,-9.318,0,0.108,0.428,0,0.374,0.281,101.002,4
spotify:track:0OrwGH9aeguhopTVubv0VZ,"tonight","goodnight","demxntia",2018-06-02,84875,53,false,,2022-12-09T14:20:44Z,"vietnamese lo-fi,emo rap","demxntia",0.719,0.63,5,-7.142,1,0.0853,0.255,0.557,0.141,0.4,170.103,4
spotify:track:4rhUCUk6QLmddwPfek1pRk,"i won't let you feel alone again","i won't let you feel alone again","demxntia",2019-01-05,148361,1,false,,2022-12-09T14:10:40Z,"vietnamese lo-fi,emo rap","wow, demxntia!",0.766,0.426,0,-8.413,1,0.0573,0.812,0,0.108,0.436,109.925,4
spotify:track:6ZdR2NSNNmQqPUyhrCAup9,"Faded Moments","Faded Moments","Sway Bleu;Riyah",2020-04-15,251158,31,true,,2022-12-09T14:07:30Z,"","1152527 Records DK2",0.597,0.592,6,-8.761,1,0.185,0.399,0,0.134,0.398,140.018,4
